 bedroom, carpet_area, balcony, park_count,bath, price_in_Lac
3,1370,1,3,3,252
3,785,0,2,3,72.4
3,1180,0,3,3,124
3,1020,1,3,3,63
3,985,1,3,3,87
3,950,1,3,3,80
3,966,1,3,1,110
4,2444,1,3,2,450
4,1300,1,3,4,205
4,2000,1,3,1,150
4,1815,1,4,1,220
4,1402,1,3,4,175
4,2000,2,4,3,195
4,1600,2,4,4,200
4,2450,4,5,4,150
4,2545,0,6,3,292
4,1800,2,4,3,170
4,1250,1,4,1,90
4,2200,2,4,4,250
4,1689,2,3,2,219
4,3800,2,4,3,700
4,2350,0,4,3,295
4,2825,4,4,2,525
4,2000,0,4,3,250
4,3000,2,3,2,490
4,1375,0,3,3,155
4,2868,2,6,1,360
4,2100,1,5,3,350
4,2104,1,3,4,380
4,2400,2,3,1,225
4,1474,2,4,3,145
4,2200,2,4,2,170
4,2650,1,5,2,265
4,1300,0,4,1,320
4,1753,2,5,1,230
4,1800,0,5,1,130
4,1869,1,3,3,250
4,1800,0,2,1,95
4,1812,0,6,1,198
4,1760,2,4,1,250
4,2295,3,5,5,310
4,2800,0,4,2,551
4,2456,0,3,2,205
4,2600,3,6,4,195
4,3600,2,5,1,825
4,1300,0,3,3,105
4,1661,3,4,2,243
4,1500,3,3,2,180
4,3200,3,5,2,460
4,2224,1,4,4,290
4,3920,3,4,2,279
4,1200,1,4,3,65
4,2003,1,4,1,215
4,1934,2,4,2,419
4,4500,2,5,3,525
4,2800,2,4,3,285
4,2037,0,4,3,235
4,2100,1,4,1,490
4,3050,2,6,2,367
4,1650,2,4,3,175
4,2383,3,4,2,215
4,1424,1,4,1,155
4,2100,3,4,3,350
4,1700,0,4,2,160
5,3363,2,5,2,650
5,1450,3,3,2,260
5,4000,0,5,1,825
5,4300,3,5,3,350
5,5000,4,4,4,125
5,4500,4,6,3,465
5,3500,3,4,3,651
5,5500,0,5,2,380
5,750,0,5,1,59
5,5680,0,6,4,410
5,4500,1,4,3,1200
5,2520,0,4,4,185
5,4000,4,5,2,340
5,7200,9,5,3,1250
5,1500,0,3,5,200
5,1700,1,10,5,90
5,800,1,4,2,110
6,3750,2,7,2,600
6,900,1,6,5,130
6,2600,0,3,6,400
6,3250,4,6,5,825
7,8000,2,8,6,1200
7,700,0,3,2,140
